areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2020-10-03,9820,457314,9810,456039,10,1275
nation,England,E92000001,2020-10-02,11719,447494,11692,446229,27,1265
nation,England,E92000001,2020-10-01,11444,435775,11416,434537,28,1238
nation,England,E92000001,2020-09-30,10663,424331,10632,423121,31,1210
nation,England,E92000001,2020-09-29,8832,413668,8797,412489,35,1179
nation,England,E92000001,2020-09-28,8641,404836,8625,403692,16,1144
nation,England,E92000001,2020-09-27,6084,396195,6075,395067,9,1128
nation,England,E92000001,2020-09-26,5704,390111,5699,388992,5,1119
nation,England,E92000001,2020-09-25,6105,384407,6090,383293,15,1114
nation,England,E92000001,2020-09-24,6361,378302,6340,377203,21,1099
nation,England,E92000001,2020-09-23,5933,371941,5913,370863,20,1078
nation,England,E92000001,2020-09-22,5400,366008,5379,364950,21,1058
nation,England,E92000001,2020-09-21,4727,360608,4715,359571,12,1037
nation,England,E92000001,2020-09-20,4652,355881,4645,354856,7,1025
nation,England,E92000001,2020-09-19,4215,351229,4210,350211,5,1018
nation,England,E92000001,2020-09-18,4290,347014,4266,346001,24,1013
nation,England,E92000001,2020-09-17,3979,342724,3959,341735,20,989
nation,England,E92000001,2020-09-16,3778,338745,3753,337776,25,969
nation,England,E92000001,2020-09-15,3057,334967,3032,334023,25,944
nation,England,E92000001,2020-09-14,2941,331910,2915,330991,26,919
nation,England,E92000001,2020-09-13,1722,328969,1719,328076,3,893
nation,England,E92000001,2020-09-12,2224,327247,2215,326357,9,890
nation,England,E92000001,2020-09-11,2893,325023,2868,324142,25,881
nation,England,E92000001,2020-09-10,3143,322130,3123,321274,20,856
nation,England,E92000001,2020-09-09,2893,318987,2873,318151,20,836
nation,England,E92000001,2020-09-08,3071,316094,3035,315278,36,816
nation,England,E92000001,2020-09-07,3530,313023,3482,312243,48,780
nation,England,E92000001,2020-09-06,2079,309493,2069,308761,10,732
nation,England,E92000001,2020-09-05,2200,307414,2195,306692,5,722
nation,England,E92000001,2020-09-04,2637,305214,2605,304497,32,717
nation,England,E92000001,2020-09-03,2716,302577,2671,301892,45,685
nation,England,E92000001,2020-09-02,2696,299861,2643,299221,53,640
nation,England,E92000001,2020-09-01,1962,297165,1941,296578,21,587
nation,England,E92000001,2020-08-31,1279,295203,1272,294637,7,566
nation,England,E92000001,2020-08-30,987,293924,983,293365,4,559
nation,England,E92000001,2020-08-29,1051,292937,1047,292382,4,555
nation,England,E92000001,2020-08-28,1395,291886,1386,291335,9,551
nation,England,E92000001,2020-08-27,1356,290491,1330,289949,26,542
nation,England,E92000001,2020-08-26,1181,289135,1156,288619,25,516
nation,England,E92000001,2020-08-25,1085,287954,1069,287463,16,491
nation,England,E92000001,2020-08-24,1156,286869,1145,286394,11,475
nation,England,E92000001,2020-08-23,704,285713,701,285249,3,464
nation,England,E92000001,2020-08-22,732,285009,727,284548,5,461
nation,England,E92000001,2020-08-21,1031,284277,1014,283821,17,456
nation,England,E92000001,2020-08-20,1254,283246,1231,282807,23,439
nation,England,E92000001,2020-08-19,1109,281992,1086,281576,23,416
nation,England,E92000001,2020-08-18,955,280883,939,280490,16,393
nation,England,E92000001,2020-08-17,1159,279928,1150,279551,9,377
nation,England,E92000001,2020-08-16,534,278769,529,278401,5,368
nation,England,E92000001,2020-08-15,656,278235,655,277872,1,363
nation,England,E92000001,2020-08-14,1059,277579,1040,277217,19,362
nation,England,E92000001,2020-08-13,1036,276520,1030,276177,6,343
nation,England,E92000001,2020-08-12,1126,275484,1107,275147,19,337
nation,England,E92000001,2020-08-11,1247,274358,1221,274040,26,318
nation,England,E92000001,2020-08-10,1375,273111,1361,272819,14,292
nation,England,E92000001,2020-08-09,569,271736,565,271458,4,278
nation,England,E92000001,2020-08-08,648,271167,642,270893,6,274
nation,England,E92000001,2020-08-07,892,270519,881,270251,11,268
nation,England,E92000001,2020-08-06,1005,269627,991,269370,14,257
nation,England,E92000001,2020-08-05,973,268622,951,268379,22,243
nation,England,E92000001,2020-08-04,965,267649,938,267428,27,221
nation,England,E92000001,2020-08-03,963,266684,947,266490,16,194
nation,England,E92000001,2020-08-02,518,265721,514,265543,4,178
nation,England,E92000001,2020-08-01,508,265203,503,265029,5,174
nation,England,E92000001,2020-07-31,644,264695,635,264526,9,169
nation,England,E92000001,2020-07-30,879,264051,864,263891,15,160
nation,England,E92000001,2020-07-29,994,263172,979,263027,15,145
nation,England,E92000001,2020-07-28,796,262178,783,262048,13,130
nation,England,E92000001,2020-07-27,824,261382,814,261265,10,117
nation,England,E92000001,2020-07-26,518,260558,517,260451,1,107
nation,England,E92000001,2020-07-25,499,260040,496,259934,3,106
nation,England,E92000001,2020-07-24,720,259541,712,259438,8,103
nation,England,E92000001,2020-07-23,741,258821,736,258726,5,95
nation,England,E92000001,2020-07-22,764,258080,756,257990,8,90
nation,England,E92000001,2020-07-21,697,257316,691,257234,6,82
nation,England,E92000001,2020-07-20,769,256619,759,256543,10,76
nation,England,E92000001,2020-07-19,419,255850,414,255784,5,66
nation,England,E92000001,2020-07-18,473,255431,471,255370,2,61
nation,England,E92000001,2020-07-17,548,254958,547,254899,1,59
nation,England,E92000001,2020-07-16,644,254410,639,254352,5,58
nation,England,E92000001,2020-07-15,726,253766,722,253713,4,53
nation,England,E92000001,2020-07-14,661,253040,657,252991,4,49
nation,England,E92000001,2020-07-13,694,252379,694,252334,0,45
nation,England,E92000001,2020-07-12,351,251685,351,251640,0,45
nation,England,E92000001,2020-07-11,432,251334,428,251289,4,45
nation,England,E92000001,2020-07-10,524,250902,521,250861,3,41
nation,England,E92000001,2020-07-09,688,250378,682,250340,6,38
nation,England,E92000001,2020-07-08,682,249690,676,249658,6,32
nation,England,E92000001,2020-07-07,565,249008,562,248982,3,26
nation,England,E92000001,2020-07-06,664,248443,660,248420,4,23
nation,England,E92000001,2020-07-05,544,247779,543,247760,1,19
nation,England,E92000001,2020-07-04,385,247235,385,247217,0,18
nation,England,E92000001,2020-07-03,536,246850,535,246832,1,18
nation,England,E92000001,2020-07-02,561,246314,557,246297,4,17
nation,England,E92000001,2020-07-01,607,245753,604,245740,3,13
nation,England,E92000001,2020-06-30,578,245146,577,245136,1,10
nation,England,E92000001,2020-06-29,666,244568,664,244559,2,9
nation,England,E92000001,2020-06-28,413,243902,412,243895,1,7
nation,England,E92000001,2020-06-27,506,243489,504,243483,2,6
nation,England,E92000001,2020-06-26,640,242983,639,242979,1,4
nation,England,E92000001,2020-06-25,643,242343,643,242340,0,3
nation,England,E92000001,2020-06-24,732,241700,731,241697,1,3
nation,England,E92000001,2020-06-23,727,240968,726,240966,1,2
nation,England,E92000001,2020-06-22,821,240241,821,240240,0,1
nation,England,E92000001,2020-06-21,550,239420,550,239419,0,1
nation,England,E92000001,2020-06-20,626,238870,626,238869,0,1
nation,England,E92000001,2020-06-19,818,238244,817,238243,1,1
nation,England,E92000001,2020-06-18,938,237426,938,237426,,
nation,England,E92000001,2020-06-17,914,236488,914,236488,,
nation,England,E92000001,2020-06-16,996,235574,996,235574,,
nation,England,E92000001,2020-06-15,944,234578,944,234578,,
nation,England,E92000001,2020-06-14,752,233634,752,233634,,
nation,England,E92000001,2020-06-13,785,232882,785,232882,,
nation,England,E92000001,2020-06-12,938,232097,938,232097,,
nation,England,E92000001,2020-06-11,915,231159,915,231159,,
nation,England,E92000001,2020-06-10,1086,230244,1086,230244,,
nation,England,E92000001,2020-06-09,1066,229158,1066,229158,,
nation,England,E92000001,2020-06-08,990,228092,990,228092,,
nation,England,E92000001,2020-06-07,668,227102,668,227102,,
nation,England,E92000001,2020-06-06,723,226434,723,226434,,
nation,England,E92000001,2020-06-05,1020,225711,1020,225711,,
nation,England,E92000001,2020-06-04,1147,224691,1147,224691,,
nation,England,E92000001,2020-06-03,1251,223544,1251,223544,,
nation,England,E92000001,2020-06-02,1365,222293,1365,222293,,
nation,England,E92000001,2020-06-01,1319,220928,1319,220928,,
nation,England,E92000001,2020-05-31,984,219609,984,219609,,
nation,England,E92000001,2020-05-30,1010,218625,1010,218625,,
nation,England,E92000001,2020-05-29,1374,217615,1374,217615,,
nation,England,E92000001,2020-05-28,1575,216241,1575,216241,,
nation,England,E92000001,2020-05-27,1616,214666,1616,214666,,
nation,England,E92000001,2020-05-26,1461,213050,1461,213050,,
nation,England,E92000001,2020-05-25,1389,211589,1389,211589,,
nation,England,E92000001,2020-05-24,1206,210200,1206,210200,,
nation,England,E92000001,2020-05-23,1309,208994,1309,208994,,
nation,England,E92000001,2020-05-22,1798,207685,1798,207685,,
nation,England,E92000001,2020-05-21,2277,205887,2277,205887,,
nation,England,E92000001,2020-05-20,2359,203610,2359,203610,,
nation,England,E92000001,2020-05-19,2602,201251,2602,201251,,
nation,England,E92000001,2020-05-18,2226,198649,2226,198649,,
nation,England,E92000001,2020-05-17,1593,196423,1593,196423,,
nation,England,E92000001,2020-05-16,1781,194830,1781,194830,,
nation,England,E92000001,2020-05-15,2145,193049,2145,193049,,
nation,England,E92000001,2020-05-14,2222,190904,2222,190904,,
nation,England,E92000001,2020-05-13,2899,188682,2899,188682,,
nation,England,E92000001,2020-05-12,2940,185783,2940,185783,,
nation,England,E92000001,2020-05-11,3088,182843,3088,182843,,
nation,England,E92000001,2020-05-10,2013,179755,2013,179755,,
nation,England,E92000001,2020-05-09,1797,177742,1797,177742,,
nation,England,E92000001,2020-05-08,2622,175945,2622,175945,,
nation,England,E92000001,2020-05-07,3205,173323,3205,173323,,
nation,England,E92000001,2020-05-06,3264,170118,3264,170118,,
nation,England,E92000001,2020-05-05,3148,166854,3148,166854,,
nation,England,E92000001,2020-05-04,2851,163706,2851,163706,,
nation,England,E92000001,2020-05-03,2648,160855,2648,160855,,
nation,England,E92000001,2020-05-02,2762,158207,2762,158207,,
nation,England,E92000001,2020-05-01,4109,155445,4109,155445,,
nation,England,E92000001,2020-04-30,4314,151336,4314,151336,,
nation,England,E92000001,2020-04-29,4737,147022,4737,147022,,
nation,England,E92000001,2020-04-28,4113,142285,4113,142285,,
nation,England,E92000001,2020-04-27,4056,138172,4056,138172,,
nation,England,E92000001,2020-04-26,3137,134116,3137,134116,,
nation,England,E92000001,2020-04-25,3381,130979,3381,130979,,
nation,England,E92000001,2020-04-24,4352,127598,4352,127598,,
nation,England,E92000001,2020-04-23,4574,123246,4574,123246,,
nation,England,E92000001,2020-04-22,4812,118672,4812,118672,,
nation,England,E92000001,2020-04-21,3996,113860,3996,113860,,
nation,England,E92000001,2020-04-20,3698,109864,3698,109864,,
nation,England,E92000001,2020-04-19,3494,106166,3494,106166,,
nation,England,E92000001,2020-04-18,4142,102672,4142,102672,,
nation,England,E92000001,2020-04-17,4088,98530,4088,98530,,
nation,England,E92000001,2020-04-16,4360,94442,4360,94442,,
nation,England,E92000001,2020-04-15,4240,90082,4240,90082,,
nation,England,E92000001,2020-04-14,3568,85842,3568,85842,,
nation,England,E92000001,2020-04-13,3463,82274,3463,82274,,
nation,England,E92000001,2020-04-12,2958,78811,2958,78811,,
nation,England,E92000001,2020-04-11,3085,75853,3085,75853,,
nation,England,E92000001,2020-04-10,3590,72768,3590,72768,,
nation,England,E92000001,2020-04-09,4076,69178,4076,69178,,
nation,England,E92000001,2020-04-08,4315,65102,4315,65102,,
nation,England,E92000001,2020-04-07,4605,60787,4605,60787,,
nation,England,E92000001,2020-04-06,4407,56182,4407,56182,,
nation,England,E92000001,2020-04-05,3094,51775,3094,51775,,
nation,England,E92000001,2020-04-04,3405,48681,3405,48681,,
nation,England,E92000001,2020-04-03,4102,45276,4102,45276,,
nation,England,E92000001,2020-04-02,4097,41174,4097,41174,,
nation,England,E92000001,2020-04-01,4150,37077,4150,37077,,
nation,England,E92000001,2020-03-31,3816,32927,3816,32927,,
nation,England,E92000001,2020-03-30,3514,29111,3514,29111,,
nation,England,E92000001,2020-03-29,2449,25597,2449,25597,,
nation,England,E92000001,2020-03-28,2379,23148,2379,23148,,
nation,England,E92000001,2020-03-27,2673,20769,2673,20769,,
nation,England,E92000001,2020-03-26,2633,18096,2633,18096,,
nation,England,E92000001,2020-03-25,2284,15463,2284,15463,,
nation,England,E92000001,2020-03-24,2041,13179,2041,13179,,
nation,England,E92000001,2020-03-23,2010,11138,2010,11138,,
nation,England,E92000001,2020-03-22,1212,9128,1212,9128,,
nation,England,E92000001,2020-03-21,1040,7916,1040,7916,,
nation,England,E92000001,2020-03-20,1096,6876,1096,6876,,
nation,England,E92000001,2020-03-19,932,5780,932,5780,,
nation,England,E92000001,2020-03-18,910,4848,910,4848,,
nation,England,E92000001,2020-03-17,683,3938,683,3938,,
nation,England,E92000001,2020-03-16,552,3255,552,3255,,
nation,England,E92000001,2020-03-15,398,2703,398,2703,,
nation,England,E92000001,2020-03-14,315,2305,315,2305,,
nation,England,E92000001,2020-03-13,401,1990,401,1990,,
nation,England,E92000001,2020-03-12,421,1589,421,1589,,
nation,England,E92000001,2020-03-11,358,1168,358,1168,,
nation,England,E92000001,2020-03-10,229,810,229,810,,
nation,England,E92000001,2020-03-09,127,581,127,581,,
nation,England,E92000001,2020-03-08,50,454,50,454,,
nation,England,E92000001,2020-03-07,55,404,55,404,,
nation,England,E92000001,2020-03-06,74,349,74,349,,
nation,England,E92000001,2020-03-05,46,275,46,275,,
nation,England,E92000001,2020-03-04,49,229,49,229,,
nation,England,E92000001,2020-03-03,53,180,53,180,,
nation,England,E92000001,2020-03-02,40,127,40,127,,
nation,England,E92000001,2020-03-01,18,87,18,87,,
nation,England,E92000001,2020-02-29,4,69,4,69,,
nation,England,E92000001,2020-02-28,11,65,11,65,,
nation,England,E92000001,2020-02-27,7,54,7,54,,
nation,England,E92000001,2020-02-26,1,47,1,47,,
nation,England,E92000001,2020-02-25,3,46,3,46,,
nation,England,E92000001,2020-02-24,2,43,2,43,,
nation,England,E92000001,2020-02-23,6,41,6,41,,
nation,England,E92000001,2020-02-22,0,35,0,35,,
nation,England,E92000001,2020-02-21,2,35,2,35,,
nation,England,E92000001,2020-02-20,0,33,0,33,,
nation,England,E92000001,2020-02-19,0,33,0,33,,
nation,England,E92000001,2020-02-18,0,33,0,33,,
nation,England,E92000001,2020-02-17,1,33,1,33,,
nation,England,E92000001,2020-02-16,0,32,0,32,,
nation,England,E92000001,2020-02-15,0,32,0,32,,
nation,England,E92000001,2020-02-14,0,32,0,32,,
nation,England,E92000001,2020-02-13,1,32,1,32,,
nation,England,E92000001,2020-02-12,1,31,1,31,,
nation,England,E92000001,2020-02-11,4,30,4,30,,
nation,England,E92000001,2020-02-10,1,26,1,26,,
nation,England,E92000001,2020-02-09,1,25,1,25,,
nation,England,E92000001,2020-02-08,3,24,3,24,,
nation,England,E92000001,2020-02-07,0,21,0,21,,
nation,England,E92000001,2020-02-06,0,21,0,21,,
nation,England,E92000001,2020-02-05,1,21,1,21,,
nation,England,E92000001,2020-02-04,0,20,0,20,,
nation,England,E92000001,2020-02-03,18,20,18,20,,
nation,England,E92000001,2020-02-02,1,2,1,2,,
nation,England,E92000001,2020-02-01,0,1,0,1,,
nation,England,E92000001,2020-01-31,0,1,0,1,,
nation,England,E92000001,2020-01-30,1,1,1,1,,
